"ligand","receptor"
"Fgl1","Lag3"
"Flrt1","Unc5a"
"Flrt1","Unc5b"
"Flrt1","Unc5c"
"Flrt1","Unc5d"
"Flrt2","Flt4"
"Flrt2","Unc5a"
"Flrt2","Unc5b"
"Flrt2","Unc5c"
"Flrt2","Unc5d"
"Flrt3","Unc5a"
"Flrt3","Unc5b"
"Flrt3","Unc5c"
"Flrt3","Unc5d"
"Flt3l","Flt3"
"Fn1","Cd44"
"Fn1","Col13a1"
"Fn1","Itga2"
"Fn1","Itga2b"
"Fn1","Itga3"
"Fn1","Itga4"
"Fn1","Itga5"
"Fn1","Itga8"
"Fn1","Itga9"
"Fn1","Itgav"
"Fn1","Itgb1"
"Fn1","Itgb3"
"Fn1","Itgb6"
"Fn1","Itgb7"
"Fn1","Itgb8"
"Fn1","Mag"
"Fn1","Nt5e"
"Fn1","Plaur"
"Fn1","Sdc1"
"Fn1","Sdc2"
"Fn1","Tnfrsf11b"
"Fn1","Tshr"
"Fndc5","Itgav"
"Fndc5","Itgb5"
"Fshb","Adcyap1r1"
"Fshb","Adrb2"
"Fshb","Adrb3"
"Fshb","Fshr"
"Fshb","Gpr20"
"Fshb","Gpr84"
"Fshb","Pth1r"
"Fshb","Ramp2"
"Fshb","Ramp3"
"Fshb","Tshr"
"Fshb","Vipr1"
"Fst","Bmpr1b"
"Fst","Bmpr2"
"Fst","Hjv"
"Fstl5","Cd86"
"Fstl5","Ceacam19"
"Fstl5","Chl1"
"Fstl5","Cntn5"
"Fstl5","Gp6"
"Fstl5","Il6ra"
"Fstl5","Sdk2"
"Fstl5","Siglech"
"Fstl5","Siglecf"
"Fstl5","Cd33"
"Furin","Adam19"
"Furin","Adamts1"
"Furin","Bace1"
"Furin","Dsg3"
"Furin","Insr"
"Furin","Lrp1"
"Furin","Notch1"
"Furin","Sorcs1"
"Gad1","Grm4"
"Gal","Galr1"
"Gal","Galr2"
"Gal","Galr3"
"Gal","Gpr151"
"Galp","Galr1"
"Galp","Galr2"
"Galp","Galr3"
"Gas6","Axl"
"Gas6","Mertk"
"Gas6","Tyro3"
"Gast","Cckar"
"Gast","Cckbr"
"Gc","Lrp2"
"Gcg","Dpp4"
"Gcg","Gcgr"
"Gcg","Gipr"
"Gcg","Glp1r"
"Gcg","Glp2r"
"Gdf1","Acvr1"
"Gdf1","Acvr1b"
"Gdf1","Acvr1c"
"Gdf1","Acvr2a"
"Gdf1","Acvr2b"
"Gdf1","Bmpr1a"
"Gdf1","Bmpr2"
"Gdf1","Cfc1"
"Gdf10","Acvr1b"
"Gdf10","Acvr2a"
"Gdf10","Acvr2b"
"Gdf10","Bmpr2"
"Gdf11","Acvr1b"
"Gdf11","Acvr1c"
"Gdf11","Acvr2a"
"Gdf11","Acvr2b"
"Gdf11","Bmpr1a"
"Gdf11","Bmpr1b"
"Gdf11","Bmpr2"
"Gdf11","Tgfbr1"
"Gdf15","Erbb2"
"Gdf15","Gfral"
"Gdf15","Ret"
"Gdf2","Acvr1"
"Gdf2","Acvr2a"
"Gdf2","Acvr2b"
"Gdf2","Acvrl1"
"Gdf2","Bmpr2"
"Gdf2","Eng"
"Gdf3","Acvr1b"
"Gdf3","Acvr1c"
"Gdf3","Acvr2a"
"Gdf3","Acvr2b"
"Gdf3","Cfc1"
"Gdf3","Tdgf1"
"Gdf5","Acvr1"
"Gdf5","Acvr2a"
"Gdf5","Acvr2b"
"Gdf5","Bmpr1a"
"Gdf5","Bmpr1b"
"Gdf5","Bmpr2"
"Gdf5","Ror2"
"Gdf6","Acvr2a"
"Gdf6","Acvr2b"
"Gdf6","Bmpr1a"
"Gdf6","Bmpr1b"
"Gdf6","Bmpr2"
"Gdf7","Acvr2a"
"Gdf7","Acvr2b"
"Gdf7","Bmpr1a"
"Gdf7","Bmpr1b"
"Gdf7","Bmpr2"
"Gdf9","Acvr1b"
"Gdf9","Acvr2a"
"Gdf9","Bmpr1a"
"Gdf9","Bmpr1b"
"Gdf9","Bmpr2"
"Gdf9","Fxyd6"
"Gdf9","Orai2"
"Gdf9","Tgfbr1"
"Gdnf","Gfra1"
"Gdnf","Gfra2"
"Gdnf","Ncam1"
"Gdnf","Ret"
"Ggt1","Cd53"
"Ggt1","Cd81"
"Ggt1","Cd82"
"Gh","Ghr"
"Gh","Ghr"
"Gh","Prlr"
"Gh","Prlr"
"Ghrh","Adcyap1r1"
"Ghrh","Adrb2"
"Ghrh","Adrb3"
"Ghrh","Dpp4"
"Ghrh","Ghrhr"
"Ghrh","Ghsr"
"Ghrh","Gpr20"
"Ghrh","Gpr84"
"Ghrh","Pth1r"
"Ghrh","Ramp2"
"Ghrh","Ramp3"
"Ghrh","Tshr"
"Ghrh","Vipr1"
"Ghrh","Vipr2"
"Ghrl","Ghrhr"
"Ghrl","Ghsr"
"Ghrl","Gpr39"
"Ghrl","Ptger3"
"Ghrl","Tbxa2r"
"Gip","Dpp4"
"Gip","Gipr"
"Gjb2","Gjb6"
"Gjb6","Gjb2"
"Glg1","Mog"
"Glg1","Sele"
"Glg1","Unc5b"
"Glycam1","Sell"
"Gm10334","F2r"
"Gm10334","F2rl1"
"Gm10334","F2rl2"
"Gm10334","F2rl3"
"Gm10499","Aplp2"
"Gm10499","Cd8a"
"Gm10499","Erbb2"
"Gm10499","Kir3dl1"
"Gm10499","Kir3dl2"
"Gm10499","Klrd1"
"Gm10591","Ackr2"
"Gm10591","Ackr4"
"Gm10591","Ccr7"
"Gm10591","Cxcr3"
"Gm11127","Cd8a"
"Gm11127","Kir3dl2"
"Gm11127","Kir3dl1"
"Gm11127","Klrc1"
"Gm11127","Klrc3"
"Gm11127","Klrc2"
"Gm11127","Klrh1"
"Gm11127","Clec2m"
"Gm11127","Klri2"
"Gm11127","Klri1"
"Gm11127","Klre1"
"Gm11127","Klrd1"
"Gm11127","Klrk1"
"Gm1123","Jaml"
"Gm12169","Cd300lb"
"Gm12169","Igsf21"
"Gm12169","Siglec1"
"Gm12169","Timd4"
"Gm12407","Ackr2"
"Gm12407","Ackr4"
"Gm12407","Ccr10"
"Gm12407","Ccr7"
"Gm12407","Ccrl2"
"Gm12407","Cxcr3"
"Gm13304","Ackr2"
"Gm13304","Ackr4"
"Gm13304","Ccr7"
"Gm13304","Cxcr3"
"Gm13306","Ackr2"
"Gm13306","Adra2a"
"Gm13306","Ccr10"
"Gm13306","Grm7"
"Gm13306","Mtnr1a"
"Gm13309","Ackr2"
"Gm13309","Ackr4"
"Gm13309","Ccr10"
"Gm13309","Ccr7"
"Gm13309","Ccrl2"
"Gm13309","Cxcr3"
"Gm20605","Cadm3"
"Gm21104","Ackr2"
"Gm21104","Ackr4"
"Gm21104","Ccr10"
"Gm21104","Ccr7"
"Gm21104","Ccrl2"
"Gm21104","Cxcr3"
"Gm2457","Ackr2"
"Gm2457","Ackr4"
"Gm2457","Ccr10"
"Gm2457","Ccr7"
"Gm2457","Ccrl2"
"Gm2457","Cxcr3"
"Gm2564","Ackr2"
"Gm2564","Ackr4"
"Gm2564","Ccr10"
"Gm2564","Ccr7"
"Gm2564","Ccrl2"
"Gm2564","Cxcr3"
"Gm37013","Itgb1"
"Gm49368","Icam1"
"Gm5150","Cd47"
"Gm5150","Ptprd"
"Gm5155","Lilra6"
"Gm5771","F2r"
"Gm5771","F2rl1"
"Gm5771","F2rl2"
"Gm5771","F2rl3"
"Gm5849","Ager"
"Gm5849","Alcam"
"Gm5849","Cd36"
"Gm5849","Cd68"
"Gm5849","Itgb2"
"Gm5849","Itgb2l"
"Gm5849","Tlr4"
"Gm7030","Cd8a"
"Gm7030","Kir3dl2"
"Gm7030","Kir3dl1"
"Gm7030","Klrc1"
"Gm7030","Klrc3"
"Gm7030","Klrc2"
"Gm7030","Klrh1"
"Gm7030","Clec2m"
"Gm7030","Klri2"
"Gm7030","Klri1"
"Gm7030","Klre1"
"Gm7030","Klrd1"
"Gm7030","Klrk1"
"Gm7298","Mmp2"
"Gm7298","Mmp9"
"Gm7298","Sctr"
"Gm8909","Aplp2"
"Gm8909","Cd8a"
"Gm8909","Cd8a"
"Gm8909","Erbb2"
"Gm8909","Kir3dl1"
"Gm8909","Kir3dl2"
"Gm8909","Klrc1"
"Gm8909","Klrc3"
"Gm8909","Klrc2"
"Gm8909","Klrh1"
"Gm8909","Clec2m"
"Gm8909","Klri2"
"Gm8909","Klri1"
"Gm8909","Klre1"
"Gm8909","Klrd1"
"Gm8909","Klrk1"
"Gm9733","Cd47"
"Gm9733","Ptprd"
"Gnas","Adcy1"
"Gnas","Adcy2"
"Gnas","Adcy5"
"Gnas","Adcy6"
"Gnas","Adcy8"
"Gnas","Adcy9"
"Gnas","Adora1"
"Gnas","Adrb2"
"Gnas","Adrb3"
"Gnas","Avpr2"
"Gnas","Crhr1"
"Gnas","Gcgr"
"Gnas","Htr6"
"Gnas","Lhcgr"
"Gnas","Ptgdr"
"Gnas","Ptgir"
"Gnas","Tshr"
"Gnas","Vipr1"
"Gnrh1","Camk2a"
"Gnrh1","Gnrhr"
"Gp1ba","Itgam"
"Gp1ba","Gm49368"
"Gp1ba","Itgb2"
"Gp1ba","Itgb2l"
"Gp1ba","Selp"
"Gp5","Itgam"
"Gp5","Gm49368"
"Gp5","Itgb2"
"Gp5","Itgb2l"
"Gp5","Layn"
"Gp5","Selp"
"Gpc3","Cd81"
"Gpc3","Dpp4"
"Gpc3","Fgfr4"
"Gpc3","Flt1"
"Gpc3","Igf1r"
"Gpc3","Lrp1"
"Gpc3","Lrp2"
"Gpc3","Tnfrsf11b"
"Gpc3","Unc5c"
"Gpc3","Unc5d"
"Gpc3","Vsig10l"
"Gpc6","Fgfr4"
"Gpc6","Fgfrl1"
"Gpc6","Lrp1"
"Gpc6","Lrp2"
"Gpc6","Ptch1"
"Gpc6","Tnfrsf11b"
"Gpha2","Epha6"
"Gpha2","Tshr"
"Gphb5","Tshr"
"Gpi1","Amfr"
"Grem1","Kdr"
"Grn","Cd209a"
"Grn","Cd209g"
"Grn","Cd209f"
"Grn","Egfr"
"Grn","Sort1"
"Grn","Tnfrsf1a"
"Grn","Tnfrsf1b"
"Grp","Brs3"
"Grp","Fap"
"Grp","Grpr"
"Grp","Nmbr"
"Gstp-ps","Traf2"
"Gstp1","Traf2"
"Gstp2","Traf2"
"Guca2a","Gucy2c"
"Guca2b","Gucy2c"
"Guca2b","Gucy2e"
"Gucy2e","Nectin3"
"Gucy2e","Nectin4"
"Gzmb","Chrm3"
"Gzmb","Igf2r"
"Gzmb","Mcl1"
"Gzmc","Chrm3"
"Gzmc","Igf2r"
"Gzmc","Mcl1"
"Gzmn","Chrm3"
"Gzmn","Igf2r"
"Gzmn","Mcl1"
"H2-Aa","Cd4"
"H2-Aa","Lag3"
"H2-Ab1","Cd4"
"H2-Ab1","Lag3"
"H2-Bl","Aplp2"
"H2-Bl","Cd8a"
"H2-Bl","Erbb2"
"H2-Bl","Kir3dl1"
"H2-Bl","Kir3dl2"
"H2-Bl","Klrd1"
"H2-D1","Aplp2"
"H2-D1","Cd8a"
"H2-D1","Cd8a"
"H2-D1","Erbb2"
"H2-D1","Kir3dl1"
"H2-D1","Kir3dl2"
"H2-D1","Klrc1"
"H2-D1","Klrc3"
"H2-D1","Klrc2"
"H2-D1","Klrh1"
"H2-D1","Clec2m"
"H2-D1","Klri2"
"H2-D1","Klri1"
"H2-D1","Klre1"
"H2-D1","Klrd1"
"H2-D1","Klrk1"
"H2-DMa","Cd4"
"H2-DMa","Cd74"
"H2-DMb1","Cd4"
"H2-DMb1","Cd74"
"H2-DMb2","Cd4"
"H2-DMb2","Cd74"
"H2-Ea","Cd19"
"H2-Ea","Cd37"
"H2-Ea","Cd4"
"H2-Ea","Cd53"
"H2-Ea","Cd63"
"H2-Ea","Cd81"
"H2-Ea","Cd82"
"H2-Ea","Cd9"
"H2-Ea","Cr2"
"H2-Ea","Lag3"
"H2-Eb1","Cd4"
"H2-Eb1","Lag3"
"H2-Eb2","Cd19"
"H2-Eb2","Cd37"
"H2-Eb2","Cd4"
"H2-Eb2","Cd53"
"H2-Eb2","Cd81"
"H2-Eb2","Cd82"
"H2-Eb2","Cr2"
"H2-Eb2","Lag3"
"H2-K1","Aplp2"
"H2-K1","Cd8a"
"H2-K1","Cd8a"
"H2-K1","Erbb2"
"H2-K1","Kir3dl1"
"H2-K1","Kir3dl2"
"H2-K1","Klrc1"
"H2-K1","Klrc3"
"H2-K1","Klrc2"
"H2-K1","Klrh1"
"H2-K1","Clec2m"
"H2-K1","Klri2"
"H2-K1","Klri1"
"H2-K1","Klre1"
"H2-K1","Klrd1"
"H2-K1","Klrk1"
"H2-M1","Cd8a"
"H2-M1","Klrc1"
"H2-M1","Klrc3"
"H2-M1","Klrc2"
"H2-M1","Klrh1"
"H2-M1","Clec2m"
"H2-M1","Klri2"
"H2-M1","Klri1"
"H2-M1","Klre1"
"H2-M1","Klrd1"
"H2-M1","Klrk1"
"H2-M10.1","Cd8a"
"H2-M10.1","Klrc1"
"H2-M10.1","Klrc3"
"H2-M10.1","Klrc2"
"H2-M10.1","Klrh1"
"H2-M10.1","Clec2m"
"H2-M10.1","Klri2"
"H2-M10.1","Klri1"
"H2-M10.1","Klre1"
"H2-M10.1","Klrd1"
"H2-M10.1","Klrk1"
"H2-M10.2","Cd8a"
"H2-M10.2","Klrc1"
"H2-M10.2","Klrc3"
"H2-M10.2","Klrc2"
"H2-M10.2","Klrh1"
"H2-M10.2","Clec2m"
"H2-M10.2","Klri2"
"H2-M10.2","Klri1"
"H2-M10.2","Klre1"
"H2-M10.2","Klrd1"
"H2-M10.2","Klrk1"
"H2-M10.3","Cd8a"
"H2-M10.3","Klrc1"
"H2-M10.3","Klrc3"
"H2-M10.3","Klrc2"
"H2-M10.3","Klrh1"
"H2-M10.3","Clec2m"
"H2-M10.3","Klri2"
"H2-M10.3","Klri1"
"H2-M10.3","Klre1"
"H2-M10.3","Klrd1"
"H2-M10.3","Klrk1"
"H2-M10.4","Cd8a"
"H2-M10.4","Klrc1"
"H2-M10.4","Klrc3"
"H2-M10.4","Klrc2"
"H2-M10.4","Klrh1"
"H2-M10.4","Clec2m"
"H2-M10.4","Klri2"
"H2-M10.4","Klri1"
"H2-M10.4","Klre1"
"H2-M10.4","Klrd1"
"H2-M10.4","Klrk1"
"H2-M10.5","Cd8a"
"H2-M10.5","Klrc1"
"H2-M10.5","Klrc3"
"H2-M10.5","Klrc2"
"H2-M10.5","Klrh1"
"H2-M10.5","Clec2m"
"H2-M10.5","Klri2"
"H2-M10.5","Klri1"
"H2-M10.5","Klre1"
"H2-M10.5","Klrd1"
"H2-M10.5","Klrk1"
"H2-M10.6","Cd8a"
"H2-M10.6","Klrc1"
"H2-M10.6","Klrc3"
"H2-M10.6","Klrc2"
"H2-M10.6","Klrh1"
"H2-M10.6","Clec2m"
"H2-M10.6","Klri2"
"H2-M10.6","Klri1"
"H2-M10.6","Klre1"
"H2-M10.6","Klrd1"
"H2-M10.6","Klrk1"
"H2-M11","Cd8a"
"H2-M11","Klrc1"
"H2-M11","Klrc3"
"H2-M11","Klrc2"
"H2-M11","Klrh1"
"H2-M11","Clec2m"
"H2-M11","Klri2"
"H2-M11","Klri1"
"H2-M11","Klre1"
"H2-M11","Klrd1"
"H2-M11","Klrk1"
"H2-M2","Cd8a"
"H2-M2","Klrc1"
"H2-M2","Klrc3"
"H2-M2","Klrc2"
"H2-M2","Klrh1"
"H2-M2","Clec2m"
"H2-M2","Klri2"
"H2-M2","Klri1"
"H2-M2","Klre1"
"H2-M2","Klrd1"
"H2-M2","Klrk1"
"H2-M3","Cd8a"
"H2-M3","Cd8a"
"H2-M3","Kir3dl2"
"H2-M3","Kir3dl1"
"H2-M3","Klrc1"
"H2-M3","Klrc3"
"H2-M3","Klrc2"
"H2-M3","Klrh1"
"H2-M3","Clec2m"
"H2-M3","Klri2"
"H2-M3","Klri1"
"H2-M3","Klre1"
"H2-M3","Klrd1"
"H2-M3","Klrk1"
"H2-M5","Cd8a"
"H2-M5","Klrc1"
"H2-M5","Klrc3"
"H2-M5","Klrc2"
"H2-M5","Klrh1"
"H2-M5","Clec2m"
"H2-M5","Klri2"
"H2-M5","Klri1"
"H2-M5","Klre1"
"H2-M5","Klrd1"
"H2-M5","Klrk1"
"H2-M9","Cd8a"
"H2-M9","Klrc1"
"H2-M9","Klrc3"
"H2-M9","Klrc2"
"H2-M9","Klrh1"
"H2-M9","Clec2m"
"H2-M9","Klri2"
"H2-M9","Klri1"
"H2-M9","Klre1"
"H2-M9","Klrd1"
"H2-M9","Klrk1"
"H2-Oa","Cd4"
"H2-Ob","Cd4"
"H2-Q1","Aplp2"
"H2-Q1","Cd8a"
"H2-Q1","Cd8a"
"H2-Q1","Erbb2"
"H2-Q1","Kir3dl1"
"H2-Q1","Kir3dl2"
"H2-Q1","Klrc1"
"H2-Q1","Klrc3"
"H2-Q1","Klrc2"
"H2-Q1","Klrh1"
"H2-Q1","Clec2m"
"H2-Q1","Klri2"
"H2-Q1","Klri1"
"H2-Q1","Klre1"
"H2-Q1","Klrd1"
"H2-Q1","Klrk1"
"H2-Q10","Aplp2"
"H2-Q10","Cd8a"
"H2-Q10","Cd8a"
"H2-Q10","Erbb2"
"H2-Q10","Kir3dl1"
"H2-Q10","Kir3dl2"
"H2-Q10","Klrc1"
"H2-Q10","Klrc3"
"H2-Q10","Klrc2"
"H2-Q10","Klrh1"
"H2-Q10","Clec2m"
"H2-Q10","Klri2"
"H2-Q10","Klri1"
"H2-Q10","Klre1"
"H2-Q10","Klrd1"
"H2-Q10","Klrk1"
"H2-Q2","Aplp2"
"H2-Q2","Cd8a"
"H2-Q2","Cd8a"
"H2-Q2","Erbb2"
"H2-Q2","Kir3dl1"
"H2-Q2","Kir3dl2"
"H2-Q2","Klrc1"
"H2-Q2","Klrc3"
"H2-Q2","Klrc2"
"H2-Q2","Klrh1"
"H2-Q2","Clec2m"
"H2-Q2","Klri2"
"H2-Q2","Klri1"
"H2-Q2","Klre1"
"H2-Q2","Klrd1"
"H2-Q2","Klrk1"
"H2-Q4","Aplp2"
"H2-Q4","Cd8a"
"H2-Q4","Cd8a"
"H2-Q4","Erbb2"
"H2-Q4","Kir3dl1"
"H2-Q4","Kir3dl2"
"H2-Q4","Klrc1"
"H2-Q4","Klrc3"
"H2-Q4","Klrc2"
"H2-Q4","Klrh1"
"H2-Q4","Clec2m"
"H2-Q4","Klri2"
"H2-Q4","Klri1"
"H2-Q4","Klre1"
"H2-Q4","Klrd1"
"H2-Q4","Klrk1"
"H2-Q6","Aplp2"
"H2-Q6","Cd8a"
"H2-Q6","Cd8a"
"H2-Q6","Erbb2"
"H2-Q6","Kir3dl1"
"H2-Q6","Kir3dl2"
"H2-Q6","Klrc1"
"H2-Q6","Klrc3"
"H2-Q6","Klrc2"
"H2-Q6","Klrh1"
"H2-Q6","Clec2m"
"H2-Q6","Klri2"
"H2-Q6","Klri1"
"H2-Q6","Klre1"
"H2-Q6","Klrd1"
"H2-Q6","Klrk1"
"H2-Q7","Aplp2"
"H2-Q7","Cd8a"
"H2-Q7","Cd8a"
"H2-Q7","Erbb2"
"H2-Q7","Kir3dl1"
"H2-Q7","Kir3dl2"
"H2-Q7","Klrc1"
"H2-Q7","Klrc3"
"H2-Q7","Klrc2"
"H2-Q7","Klrh1"
"H2-Q7","Clec2m"
"H2-Q7","Klri2"
"H2-Q7","Klri1"
"H2-Q7","Klre1"
"H2-Q7","Klrd1"
"H2-Q7","Klrk1"
"H2-T-ps","Cd8a"
"H2-T-ps","Klrc1"
"H2-T-ps","Klrc3"
"H2-T-ps","Klrc2"
"H2-T-ps","Klrh1"
"H2-T-ps","Clec2m"
"H2-T-ps","Klri2"
"H2-T-ps","Klri1"
"H2-T-ps","Klre1"
"H2-T-ps","Klrd1"
"H2-T-ps","Klrk1"
"H2-T10","Cd8a"
"H2-T10","Klrc1"
"H2-T10","Klrc3"
"H2-T10","Klrc2"
"H2-T10","Klrh1"
"H2-T10","Clec2m"
"H2-T10","Klri2"
"H2-T10","Klri1"
"H2-T10","Klre1"
"H2-T10","Klrd1"
"H2-T10","Klrk1"
"H2-T22","Cd8a"
"H2-T22","Klrc1"
"H2-T22","Klrc3"
"H2-T22","Klrc2"
"H2-T22","Klrh1"
"H2-T22","Clec2m"
"H2-T22","Klri2"
"H2-T22","Klri1"
"H2-T22","Klre1"
"H2-T22","Klrd1"
"H2-T22","Klrk1"
"H2-T23","Cd8a"
"H2-T23","Klrc1"
"H2-T23","Klrc3"
"H2-T23","Klrc2"
"H2-T23","Klrh1"
"H2-T23","Clec2m"
"H2-T23","Klri2"
"H2-T23","Klri1"
"H2-T23","Klre1"
"H2-T23","Klrd1"
"H2-T23","Klrk1"
"H2-T24","Cd8a"
"H2-T24","Klrc1"
"H2-T24","Klrc3"
"H2-T24","Klrc2"
"H2-T24","Klrh1"
"H2-T24","Clec2m"
"H2-T24","Klri2"
"H2-T24","Klri1"
"H2-T24","Klre1"
"H2-T24","Klrd1"
"H2-T24","Klrk1"
"H2-T3","Cd8a"
"H2-T3","Klrc1"
"H2-T3","Klrc3"
"H2-T3","Klrc2"
"H2-T3","Klrh1"
"H2-T3","Clec2m"
"H2-T3","Klri2"
"H2-T3","Klri1"
"H2-T3","Klre1"
"H2-T3","Klrd1"
"H2-T3","Klrk1"
"Hapln1","Adgra2"
"Hapln1","Ager"
"Hapln1","Igdcc4"
"Hapln1","Il1rl1"
"Hapln1","Mpig6b"
"Hapln1","Prtg"
"Hapln1","Tnfrsf11b"
"Hapln1","Treml2"
"Has1","Cd44"
"Has2","Cd44"
"Has2","Erbb2"
"Has2","Ezr"
"Has2","Hmmr"
"Havcr1","Cd300lb"
"Havcr1","Igsf21"
"Havcr1","Siglec1"
"Havcr1","Timd4"
"Hbegf","Cd44"
"Hbegf","Cd6"
"Hbegf","Cd82"
"Hbegf","Cd9"
"Hbegf","Egfr"
"Hbegf","Erbb2"
"Hbegf","Erbb4"
"Hbegf","Mog"
"Hc","C5ar1"
"Hc","C5ar2"
"Hcrt","Hcrtr1"
"Hcrt","Hcrtr2"
"Hcrt","Npffr2"
"Hdc","Hrh1"
"Hdc","Hrh2"
"Hdc","Hrh3"
"Hdc","Hrh4"
"Hebp1","Fpr2"
"Hebp1","Fpr3"
"Hgf","Cd44"
"Hgf","Met"
"Hgf","Sdc1"
"Hgf","Sdc2"
"Hgf","St14"
"Hhipl2","Cachd1"
"Hjv","Neo1"
"Hp","Apoa1"
"Hp","Asgr1"
"Hp","Asgr2"
"Hp","Cd163"
"Hp","Cd22"
"Hp","Itgam"
"Hp","Gm49368"
"Hp","Itgb2"
"Hp","Itgb2l"
"Hp","Tlr4"
"Hpx","Lrp1"
"Hrg","Erbb2"
"Hrg","Erbb3"
"Hrg","Fcgr1"
"Hsp90b1","Lrp1"
"Hspg2","Col13a1"
"Hspg2","Dag1"
"Hspg2","Fgfr1"
"Hspg2","Itga2"
"Hspg2","Itgb1"
"Hspg2","Lrp1"
"Hspg2","Lrp2"
"Hspg2","Ptprs"
"Hspg2","Sdc1"
"Iapp","Calcr"
"Iapp","Ramp1"
"Iapp","Ramp2"
"Iapp","Ramp3"
"Ibsp","Itgav"
"Ibsp","Itgb3"
"Ibsp","Itgb5"
"Icam1","Cdh5"
"Icam1","Egfr"
"Icam1","Ezr"
"Icam1","Il2ra"
"Icam1","Il2rg"
"Icam1","Itgal"
"Icam1","Itgam"
"Icam1","Gm49368"
"Icam1","Itgax"
"Icam1","Itgb2"
"Icam1","Itgb2l"
"Icam1","Msn"
"Icam1","Spn"
"Icam2","Itgal"
"Icam2","Itgam"
"Icam2","Gm49368"
"Icam2","Itgb2"
"Icam2","Itgb2l"
"Icam4","Itga2b"
"Icam4","Itga4"
"Icam4","Itgal"
"Icam4","Itgam"
"Icam4","Gm49368"
"Icam4","Itgav"
"Icam4","Itgb1"
"Icam4","Itgb2"
"Icam4","Itgb2l"
"Icam4","Itgb3"
"Icam4","Rhag"
"Icam5","Cd209e"
"Icam5","Cd209c"
"Icam5","Cd209b"
"Icam5","Cd209a"
"Icam5","Cd209d"
"Icam5","Igdcc4"
"Icam5","Itgal"
"Icam5","Itgb2"
"Icam5","Itgb2l"
"Icam5","Prtg"
"Icosl","Cd28"
"Icosl","Ctla4"
"Icosl","Icos"
"Icosl","Ntm"
"Ifitm6","Cd81"
"Ifna1","Ifnar1"
"Ifna1","Ifnar1"
"Ifna1","Ifnar2"
"Ifna1","Ifnar2"
"Ifna11","Ifnar1"
"Ifna11","Ifnar2"
"Ifna12","Ifnar1"
"Ifna12","Ifnar2"
"Ifna13","Cr2"
"Ifna13","Ifnar1"
"Ifna13","Ifnar2"
"Ifna14","Ifnar1"
"Ifna14","Ifnar2"
"Ifna15","Ifnar1"
"Ifna15","Ifnar2"
"Ifna16","Ifnar1"
"Ifna16","Ifnar2"
"Ifna2","Cr2"
"Ifna2","Ifnar1"
"Ifna2","Ifnar2"
"Ifna4","Ifnar1"
"Ifna4","Ifnar2"
"Ifna5","Ifnar1"
"Ifna5","Ifnar2"
"Ifna6","Ifnar1"
"Ifna6","Ifnar2"
"Ifna7","Ifnar1"
"Ifna7","Ifnar2"
"Ifna9","Ifnar1"
"Ifna9","Ifnar2"
"Ifnab","Ifnar1"
"Ifnab","Ifnar2"
"Ifnb1","Ifnar1"
"Ifnb1","Ifnar2"
"Ifne","Adgrv1"
"Ifne","Ifnar1"
"Ifne","Ifnar2"
"Ifng","Ifngr1"
"Ifng","Ifngr2"
"Ifnk","Ifnar1"
"Ifnk","Ifnar2"
"Ifnl2","Ifnlr1"
"Ifnl2","Il10rb"
"Ifnl3","Ifnlr1"
"Ifnl3","Il10rb"
"Igf1","Igf1r"
"Igf1","Insr"
"Igf1","Itga6"
"Igf1","Itgav"
"Igf1","Itgb3"
"Igf1","Itgb4"
"Igf1","Trpv2"
"Igf2","Igf1r"
"Igf2","Igf2r"
"Igf2","Insr"
"Igf2","Itga6"
"Igf2","Itgav"
"Igf2","Itgb3"
"Igf2","Itgb4"
"Igfbp3","Egfr"
"Igfbp4","Fzd8"
"Igfbp4","Lrp6"
"Igfbp7","Mpig6b"
"Igfbpl1","Dcc"
"Igfl3","Igflr1"
"Igsf10","Cd200r4"
"Igsf10","Cd200r2"
"Igsf10","Cd200r3"
"Igsf10","Cd200r1"
"Igsf10","Igsf11"
"Igsf10","Mag"
"Igsf10","Milr1"
"Igsf10","Slamf9"
"Igsf11","Clec2l"
"Igsf11","Tmem190"
"Igsf11","Vsir"
"Igsf21","Cd22"
"Igsf21","Cd79b"
"Igsf21","Csf3r"
"Igsf21","Havcr1"
"Igsf21","Gm12169"
"Igsf21","BC053393"
"Igsf21","Timd2"
"Igsf21","Ildr2"
"Igsf21","Iyd"
"Igsf21","Muc15"
"Igsf21","Nrxn2"
"Igsf3","Ptgfrn"
"Ihh","Boc"
"Ihh","Cdon"
"Ihh","Hhip"
"Ihh","Ptch1"
"Ihh","Ptch2"
"Il10","Il10ra"
"Il10","Il10rb"
"Il11","Il11ra1"
"Il11","Il11ra2"
"Il11","Gm13305"
"Il11","Il6ra"
"Il11","Il6st"
"Il12a","Cd28"
"Il12a","Il12rb1"
"Il12a","Il12rb2"
"Il12b","Boc"
"Il12b","Il12rb1"
"Il12b","Il12rb2"
"Il12b","Il23r"
"Il13","Il13ra1"
"Il13","Il13ra2"
"Il13","Il2rg"
"Il13","Il4ra"
"Il15","Il15ra"
"Il15","Il2ra"
"Il15","Il2rb"
"Il15","Il2rg"
"Il16","Cd4"
"Il16","Cd9"
"Il16","Grin2a"
"Il16","Grin2b"
"Il16","Grin2c"
"Il16","Grin2d"
"Il16","Kcna3"
"Il16","Kcnd1"
"Il16","Kcnd2"
"Il16","Kcnj10"
"Il16","Kcnj15"
