"pathway_name","ligand","receptor"
"NPNT","Npnt complex 1","ITGA8_ITGB1"
"NPNT","Npnt complex 2","ITGA8_ITGB1"
"TENASCIN","TNC","ITGA9_ITGB1"
"TENASCIN","TNR","ITGA9_ITGB1"
"TENASCIN","TNN","ITGA9_ITGB1"
"TENASCIN","TNXB","ITGA9_ITGB1"
"COLLAGEN","COL1A1","ITGA9_ITGB1"
"COLLAGEN","COL1A2","ITGA9_ITGB1"
"COLLAGEN","COL2A1","ITGA9_ITGB1"
"COLLAGEN","COL4A1","ITGA9_ITGB1"
"COLLAGEN","COL4A2","ITGA9_ITGB1"
"COLLAGEN","COL4A3","ITGA9_ITGB1"
"COLLAGEN","COL4A4","ITGA9_ITGB1"
"COLLAGEN","COL4A5","ITGA9_ITGB1"
"COLLAGEN","COL4A6","ITGA9_ITGB1"
"COLLAGEN","COL6A1","ITGA9_ITGB1"
"COLLAGEN","COL6A2","ITGA9_ITGB1"
"COLLAGEN","COL6A3","ITGA9_ITGB1"
"COLLAGEN","COL6A5","ITGA9_ITGB1"
"COLLAGEN","COL6A6","ITGA9_ITGB1"
"COLLAGEN","COL9A1","ITGA9_ITGB1"
"COLLAGEN","COL9A2","ITGA9_ITGB1"
"COLLAGEN","COL9A3","ITGA9_ITGB1"
"LAMININ","LAMA1","ITGA9_ITGB1"
"LAMININ","LAMA2","ITGA9_ITGB1"
"LAMININ","LAMA3","ITGA9_ITGB1"
"LAMININ","LAMA4","ITGA9_ITGB1"
"LAMININ","LAMA5","ITGA9_ITGB1"
"LAMININ","LAMB1","ITGA9_ITGB1"
"LAMININ","LAMB2","ITGA9_ITGB1"
"LAMININ","LAMB3","ITGA9_ITGB1"
"LAMININ","LAMC1","ITGA9_ITGB1"
"LAMININ","LAMC2","ITGA9_ITGB1"
"LAMININ","LAMC3","ITGA9_ITGB1"
"COLLAGEN","COL1A1","ITGA10_ITGB1"
"COLLAGEN","COL1A2","ITGA10_ITGB1"
"COLLAGEN","COL2A1","ITGA10_ITGB1"
"COLLAGEN","COL4A1","ITGA10_ITGB1"
"COLLAGEN","COL4A2","ITGA10_ITGB1"
"COLLAGEN","COL4A3","ITGA10_ITGB1"
"COLLAGEN","COL4A4","ITGA10_ITGB1"
"COLLAGEN","COL4A5","ITGA10_ITGB1"
"COLLAGEN","COL4A6","ITGA10_ITGB1"
"COLLAGEN","COL6A1","ITGA10_ITGB1"
"COLLAGEN","COL6A2","ITGA10_ITGB1"
"COLLAGEN","COL6A3","ITGA10_ITGB1"
"COLLAGEN","COL6A5","ITGA10_ITGB1"
"COLLAGEN","COL6A6","ITGA10_ITGB1"
"COLLAGEN","COL9A1","ITGA10_ITGB1"
"COLLAGEN","COL9A2","ITGA10_ITGB1"
"COLLAGEN","COL9A3","ITGA10_ITGB1"
"COLLAGEN","COL1A1","ITGA11_ITGB1"
"COLLAGEN","COL1A2","ITGA11_ITGB1"
"COLLAGEN","COL2A1","ITGA11_ITGB1"
"COLLAGEN","COL4A1","ITGA11_ITGB1"
"COLLAGEN","COL4A2","ITGA11_ITGB1"
"COLLAGEN","COL4A3","ITGA11_ITGB1"
"COLLAGEN","COL4A4","ITGA11_ITGB1"
"COLLAGEN","COL4A5","ITGA11_ITGB1"
"COLLAGEN","COL4A6","ITGA11_ITGB1"
"COLLAGEN","COL6A1","ITGA11_ITGB1"
"COLLAGEN","COL6A2","ITGA11_ITGB1"
"COLLAGEN","COL6A3","ITGA11_ITGB1"
"COLLAGEN","COL6A5","ITGA11_ITGB1"
"COLLAGEN","COL6A6","ITGA11_ITGB1"
"COLLAGEN","COL9A1","ITGA11_ITGB1"
"COLLAGEN","COL9A2","ITGA11_ITGB1"
"COLLAGEN","COL9A3","ITGA11_ITGB1"
"FN1","FN1","ITGAV_ITGB1"
"VTN","VTN","ITGAV_ITGB1"
"DSPP","DSPP","ITGAV_ITGB1"
"FN1","FN1","ITGA4_ITGB7"
"FN1","FN1","ITGAV_ITGB3"
"VTN","VTN","ITGAV_ITGB3"
"VWF","VWF","ITGAV_ITGB3"
"TENASCIN","TNC","ITGAV_ITGB3"
"TENASCIN","TNR","ITGAV_ITGB3"
"TENASCIN","TNN","ITGAV_ITGB3"
"TENASCIN","TNXB","ITGAV_ITGB3"
"BSP","IBSP","ITGAV_ITGB3"
"THBS","THBS1","ITGAV_ITGB3"
"THBS","THBS2","ITGAV_ITGB3"
"THBS","THBS3","ITGAV_ITGB3"
"THBS","THBS4","ITGAV_ITGB3"
"THBS","COMP","ITGAV_ITGB3"
"DMP1","DMP1","ITGAV_ITGB3"
"FN1","FN1","ITGA2B_ITGB3"
"VTN","VTN","ITGA2B_ITGB3"
"VWF","VWF","ITGA2B_ITGB3"
"TENASCIN","TNC","ITGA2B_ITGB3"
"TENASCIN","TNR","ITGA2B_ITGB3"
"TENASCIN","TNN","ITGA2B_ITGB3"
"TENASCIN","TNXB","ITGA2B_ITGB3"
"VTN","VTN","ITGAV_ITGB5"
"BSP","IBSP","ITGAV_ITGB5"
"TENASCIN","TNC","ITGAV_ITGB6"
"TENASCIN","TNR","ITGAV_ITGB6"
"TENASCIN","TNN","ITGAV_ITGB6"
"TENASCIN","TNXB","ITGAV_ITGB6"
"FN1","FN1","ITGAV_ITGB6"
"DSPP","DSPP","ITGAV_ITGB6"
"VTN","VTN","ITGAV_ITGB8"
"FN1","FN1","ITGAV_ITGB8"
"LAMININ","LAMA1","ITGAV_ITGB8"
"LAMININ","LAMA2","ITGAV_ITGB8"
"LAMININ","LAMA3","ITGAV_ITGB8"
"LAMININ","LAMA4","ITGAV_ITGB8"
"LAMININ","LAMA5","ITGAV_ITGB8"
"LAMININ","LAMB1","ITGAV_ITGB8"
"LAMININ","LAMB2","ITGAV_ITGB8"
"LAMININ","LAMB3","ITGAV_ITGB8"
"LAMININ","LAMC1","ITGAV_ITGB8"
"LAMININ","LAMC2","ITGAV_ITGB8"
"LAMININ","LAMC3","ITGAV_ITGB8"
"COLLAGEN","COL1A1","ITGAV_ITGB8"
"COLLAGEN","COL1A2","ITGAV_ITGB8"
"COLLAGEN","COL2A1","ITGAV_ITGB8"
"COLLAGEN","COL4A1","ITGAV_ITGB8"
"COLLAGEN","COL4A2","ITGAV_ITGB8"
"COLLAGEN","COL4A3","ITGAV_ITGB8"
"COLLAGEN","COL4A4","ITGAV_ITGB8"
"COLLAGEN","COL4A5","ITGAV_ITGB8"
"COLLAGEN","COL4A6","ITGAV_ITGB8"
"COLLAGEN","COL6A1","ITGAV_ITGB8"
"COLLAGEN","COL6A2","ITGAV_ITGB8"
"COLLAGEN","COL6A3","ITGAV_ITGB8"
"COLLAGEN","COL6A5","ITGAV_ITGB8"
"COLLAGEN","COL6A6","ITGAV_ITGB8"
"COLLAGEN","COL9A1","ITGAV_ITGB8"
"COLLAGEN","COL9A2","ITGAV_ITGB8"
"COLLAGEN","COL9A3","ITGAV_ITGB8"
"LAMININ","LAMA1","ITGA6_ITGB4"
"LAMININ","LAMA2","ITGA6_ITGB4"
"LAMININ","LAMA3","ITGA6_ITGB4"
"LAMININ","LAMA4","ITGA6_ITGB4"
"LAMININ","LAMA5","ITGA6_ITGB4"
"LAMININ","LAMB1","ITGA6_ITGB4"
"LAMININ","LAMB2","ITGA6_ITGB4"
"LAMININ","LAMB3","ITGA6_ITGB4"
"LAMININ","LAMC1","ITGA6_ITGB4"
"LAMININ","LAMC2","ITGA6_ITGB4"
"LAMININ","LAMC3","ITGA6_ITGB4"
"FN1","FN1","CD44"
"COLLAGEN","COL1A1","CD44"
"COLLAGEN","COL1A2","CD44"
"COLLAGEN","COL2A1","CD44"
"COLLAGEN","COL4A1","CD44"
"COLLAGEN","COL4A2","CD44"
"COLLAGEN","COL4A3","CD44"
"COLLAGEN","COL4A4","CD44"
"COLLAGEN","COL4A5","CD44"
"COLLAGEN","COL4A6","CD44"
"COLLAGEN","COL6A1","CD44"
"COLLAGEN","COL6A2","CD44"
"COLLAGEN","COL6A3","CD44"
"COLLAGEN","COL6A5","CD44"
"COLLAGEN","COL6A6","CD44"
"COLLAGEN","COL9A1","CD44"
"COLLAGEN","COL9A2","CD44"
"COLLAGEN","COL9A3","CD44"
"LAMININ","LAMA1","CD44"
"LAMININ","LAMA2","CD44"
"LAMININ","LAMA3","CD44"
"LAMININ","LAMA4","CD44"
"LAMININ","LAMA5","CD44"
"LAMININ","LAMB1","CD44"
"LAMININ","LAMB2","CD44"
"LAMININ","LAMB3","CD44"
"LAMININ","LAMC1","CD44"
"LAMININ","LAMC2","CD44"
"LAMININ","LAMC3","CD44"
"COLLAGEN","COL1A1","SDC1"
"COLLAGEN","COL1A2","SDC1"
"COLLAGEN","COL2A1","SDC1"
"COLLAGEN","COL4A1","SDC1"
"COLLAGEN","COL4A2","SDC1"
"COLLAGEN","COL4A3","SDC1"
"COLLAGEN","COL4A4","SDC1"
"COLLAGEN","COL4A5","SDC1"
"COLLAGEN","COL4A6","SDC1"
"COLLAGEN","COL6A1","SDC1"
"COLLAGEN","COL6A2","SDC1"
"COLLAGEN","COL6A3","SDC1"
"COLLAGEN","COL6A5","SDC1"
"COLLAGEN","COL6A6","SDC1"
"COLLAGEN","COL9A1","SDC1"
"COLLAGEN","COL9A2","SDC1"
"COLLAGEN","COL9A3","SDC1"
"FN1","FN1","SDC1"
"TENASCIN","TNC","SDC1"
"TENASCIN","TNR","SDC1"
"TENASCIN","TNN","SDC1"
"TENASCIN","TNXB","SDC1"
"THBS","THBS1","SDC1"
"THBS","THBS2","SDC1"
"THBS","THBS3","SDC1"
"THBS","THBS4","SDC1"
"THBS","COMP","SDC1"
"COLLAGEN","COL1A1","SDC4"
"COLLAGEN","COL1A2","SDC4"
"COLLAGEN","COL2A1","SDC4"
"COLLAGEN","COL4A1","SDC4"
"COLLAGEN","COL4A2","SDC4"
"COLLAGEN","COL4A3","SDC4"
"COLLAGEN","COL4A4","SDC4"
"COLLAGEN","COL4A5","SDC4"
"COLLAGEN","COL4A6","SDC4"
"COLLAGEN","COL6A1","SDC4"
"COLLAGEN","COL6A2","SDC4"
"COLLAGEN","COL6A3","SDC4"
"COLLAGEN","COL6A5","SDC4"
"COLLAGEN","COL6A6","SDC4"
"COLLAGEN","COL9A1","SDC4"
"COLLAGEN","COL9A2","SDC4"
"COLLAGEN","COL9A3","SDC4"
"FN1","FN1","SDC4"
"TENASCIN","TNC","SDC4"
"TENASCIN","TNR","SDC4"
"TENASCIN","TNN","SDC4"
"TENASCIN","TNXB","SDC4"
"THBS","THBS1","SDC4"
"THBS","THBS2","SDC4"
"THBS","THBS3","SDC4"
"THBS","THBS4","SDC4"
"THBS","COMP","SDC4"
"LAMININ","LAMA1","SV2A"
"LAMININ","LAMA2","SV2A"
"LAMININ","LAMA3","SV2A"
"LAMININ","LAMA4","SV2A"
"LAMININ","LAMA5","SV2A"
"LAMININ","LAMB1","SV2A"
"LAMININ","LAMB2","SV2A"
"LAMININ","LAMB3","SV2A"
"LAMININ","LAMC1","SV2A"
"LAMININ","LAMC2","SV2A"
"LAMININ","LAMC3","SV2A"
"LAMININ","LAMA1","SV2B"
"LAMININ","LAMA2","SV2B"
"LAMININ","LAMA3","SV2B"
"LAMININ","LAMA4","SV2B"
"LAMININ","LAMA5","SV2B"
"LAMININ","LAMB1","SV2B"
"LAMININ","LAMB2","SV2B"
"LAMININ","LAMB3","SV2B"
"LAMININ","LAMC1","SV2B"
"LAMININ","LAMC2","SV2B"
"LAMININ","LAMC3","SV2B"
"LAMININ","LAMA1","SV2C"
"LAMININ","LAMA2","SV2C"
"LAMININ","LAMA3","SV2C"
"LAMININ","LAMA4","SV2C"
"LAMININ","LAMA5","SV2C"
"LAMININ","LAMB1","SV2C"
"LAMININ","LAMB2","SV2C"
"LAMININ","LAMB3","SV2C"
"LAMININ","LAMC1","SV2C"
"LAMININ","LAMC2","SV2C"
"LAMININ","LAMC3","SV2C"
"THBS","THBS1","CD36"
"THBS","THBS2","CD36"
"THBS","THBS3","CD36"
"THBS","THBS4","CD36"
"THBS","COMP","CD36"
"VWF","VWF","GP complex"
"COLLAGEN","COL1A1","GP6"
"COLLAGEN","COL1A2","GP6"
"COLLAGEN","COL2A1","GP6"
"COLLAGEN","COL4A1","GP6"
"COLLAGEN","COL4A2","GP6"
"COLLAGEN","COL4A3","GP6"
"COLLAGEN","COL4A4","GP6"
"COLLAGEN","COL4A5","GP6"
"COLLAGEN","COL4A6","GP6"
"COLLAGEN","COL6A1","GP6"
"COLLAGEN","COL6A2","GP6"
"COLLAGEN","COL6A3","GP6"
"COLLAGEN","COL6A5","GP6"
"COLLAGEN","COL6A6","GP6"
"COLLAGEN","COL9A1","GP6"
"COLLAGEN","COL9A2","GP6"
"COLLAGEN","COL9A3","GP6"
"THBS","THBS1","CD47"
"THBS","THBS2","CD47"
"THBS","THBS3","CD47"
"THBS","THBS4","CD47"
"THBS","COMP","CD47"
"AGRN","AGRN","DAG1"
"HSPG","HSPG2","DAG1"
"LAMININ","LAMA1","DAG1"
"LAMININ","LAMA2","DAG1"
"LAMININ","LAMA3","DAG1"
"LAMININ","LAMA4","DAG1"
"LAMININ","LAMA5","DAG1"
"LAMININ","LAMB1","DAG1"
"LAMININ","LAMB2","DAG1"
"LAMININ","LAMB3","DAG1"
"LAMININ","LAMC1","DAG1"
"LAMININ","LAMC2","DAG1"
"LAMININ","LAMC3","DAG1"
"ADGRE5","ADGRE5","CD55"
"ALCAM","ALCAM","CD6"
"ANXA1","ANXA1","FPR2_LXA4"
"APP","APP","CD74"
"CADM","CADM1","CADM1"
"CADM","CADM3","CADM3"
"CD22","CD22","PTPRC"
"CD226","CD226","NECTIN2"
"CD226","CD226","PVR"
"CD23","FCER2","ITGAM_ITGB2"
"CD23","FCER2","ITGAX_ITGB2"
"CD23","FCER2","ITGAV_ITGB3"
"CD23","FCER2","CR2"
"CD34","CD34","SELP"
"CD39","ENTPD1","ADORA1"
"CD39","ENTPD1","ADORA2A"
"CD39","ENTPD1","ADORA2B"
"CD39","ENTPD1","TMIGD3"
"CD40","CD40LG","CD40"
"CD45","PTPRC","CD22"
"CD45","PTPRC","MRC1"
"CD46","CD46","JAG1"
"CD48","CD48","CD244"
"CD6","CD6","ALCAM"
"CD80","CD80","CD274"
"CD80","CD80","CD28"
"CD80","CD80","CTLA4"
"CD86","CD86","CD28"
"CD86","CD86","CTLA4"
"CD96","CD96","NECTIN1"
"CD96","CD96","PVR"
"CD99","CD99","PILRA"
"CD99","CD99","CD99"
"CD99","CD99","CD99L2"
"CDH","CDH15","CDH15"
"CDH","CDH4","CDH4"
"CDH","CDH2","CDH2"
"CDH","CDH1","CDH1"
"CDH1","CDH1","ITGA2_ITGB1"
"CDH1","CDH1","ITGAE_ITGB7"
"CDH1","CDH1","KLRG1"
"CDH5","CDH5","CDH5"
"CEACAM","CD1D","CEACAM5"
"CEACAM","CD209","CEACAM1"
"CEACAM","CD8A","CEACAM5"
"CEACAM","CEACAM1","CEACAM5"
"CEACAM","SELE","CEACAM1"
"CLDN","CLDN11","CLDN11"
"CLEC","CLEC2D","KLRB1"
"CLEC","CLEC2A","KLRB1"
"CLEC","CLEC2B","KLRB1"
"CLEC","CD69","KLRB1"
"CLEC","CLEC2L","KLRB1"
"CLEC","CLEC1B","KLRB1"
"CNTN","NFASC","CNTN1_CNTNAP1"
"CNTN","CNTN2","CNTN2_CNTNAP2"
"CNTN","CNTN2","L1CAM"
"CNTN","CNTN2","CNTN2"
"CNTN","CNTN1","NRCAM"
"CSPG4","CSPG4","ITGA3_ITGB1"
"DESMOSOME","DSC1","DSG1"
"DESMOSOME","DSC1","DSG2"
"DESMOSOME","DSC2","DSG1"
"DESMOSOME","DSC2","DSG2"
"DESMOSOME","DSG1","DSC3"
"DESMOSOME","DSG2","DSC3"
"EPGN","EPGN","EGFR"
"EPHA","EFNA1","EPHA1"
"EPHA","EFNA1","EPHA2"
"EPHA","EFNA1","EPHA3"
"EPHA","EFNA1","EPHA4"
"EPHA","EFNA1","EPHA5"
"EPHA","EFNA1","EPHA7"
"EPHA","EFNA1","EPHA8"
"EPHA","EFNA2","EPHA1"
"EPHA","EFNA2","EPHA2"
"EPHA","EFNA2","EPHA3"
"EPHA","EFNA2","EPHA4"
"EPHA","EFNA2","EPHA5"
"EPHA","EFNA2","EPHA7"
"EPHA","EFNA2","EPHA8"
"EPHA","EFNA3","EPHA1"
"EPHA","EFNA3","EPHA2"
"EPHA","EFNA3","EPHA3"
"EPHA","EFNA3","EPHA4"
"EPHA","EFNA3","EPHA5"
"EPHA","EFNA3","EPHA7"
"EPHA","EFNA3","EPHA8"
"EPHA","EFNA4","EPHA1"
"EPHA","EFNA4","EPHA2"
"EPHA","EFNA4","EPHA3"
"EPHA","EFNA4","EPHA4"
"EPHA","EFNA4","EPHA5"
"EPHA","EFNA4","EPHA7"
"EPHA","EFNA4","EPHA8"
"EPHA","EFNA5","EPHA1"
"EPHA","EFNA5","EPHA2"
"EPHA","EFNA5","EPHA3"
"EPHA","EFNA5","EPHA4"
"EPHA","EFNA5","EPHA5"
"EPHA","EFNA5","EPHA7"
"EPHA","EFNA5","EPHA8"
"EPHA","EFNA5","EPHB2"
"EPHB","EFNB1","EPHA4"
"EPHB","EFNB1","EPHB1"
"EPHB","EFNB1","EPHB2"
"EPHB","EFNB1","EPHB3"
"EPHB","EFNB1","EPHB4"
"EPHB","EFNB2","EPHA4"
"EPHB","EFNB2","EPHB1"
"EPHB","EFNB2","EPHB2"
"EPHB","EFNB2","EPHB3"
"EPHB","EFNB2","EPHB4"
"EPHB","EFNB3","EPHA4"
"EPHB","EFNB3","EPHB1"
"EPHB","EFNB3","EPHB2"
"EPHB","EFNB3","EPHB3"
"EPHB","EFNB3","EPHB4"
"EPHB","EFNB3","EPHB6"
"ESAM","ESAM","ESAM"
"GP1BA","GP1BA","ITGAM_ITGB2"
"ICAM","ICAM1","ITGAX_ITGB2"
"ICAM","ICAM1","ITGAL_ITGB2"
"ICAM","ICAM2","ITGAL_ITGB2"
"ICAM","ICAM1","ITGAM_ITGB2"
"ICAM","ICAM2","ITGAM_ITGB2"
"ICAM","ICAM1","ITGAL"
"ICAM","ICAM1","SPN"
"ICAM","ICAM5","CD209"
"ICOS","ICOSLG","ICOS"
"ICOS","ICOSLG","CD28"
"ICOS","ICOSLG","CTLA4"
"ITGB2","ITGB2","CD226"
"ITGB2","ITGB2","ICAM1"
"ITGB2","ITGB2","ICAM2"
"JAM","JAM2","ITGA3_ITGB1"
"JAM","JAM2","ITGAV_ITGB1"
"JAM","JAM3","ITGAM_ITGB2"
"JAM","F11R","ITGAL_ITGB2"
"JAM","JAM2","JAM3"
"JAM","F11R","F11R"
"JAM","F11R","JAM2"
"JAM","F11R","JAM3"
"JAM","JAM2","F11R"
"JAM","JAM2","JAM2"
"JAM","JAM3","F11R"
"JAM","JAM3","JAM2"
"JAM","JAM3","JAM3"
"L1CAM","L1CAM","ITGAV_ITGB3"
"L1CAM","L1CAM","ITGA4_ITGB7"
"L1CAM","L1CAM","L1CAM"
"LCK","LCK","CD8 receptor"
"MADCAM","MADCAM1","ITGA4_ITGB7"
"MAG","MAG","MAG"
"MHC-I","HLA-A","CD8A"
"MHC-I","HLA-B","CD8A"
"MHC-I","HLA-C","CD8A"
"MHC-I","HLA-E","CD8A"
"MHC-I","HLA-F","CD8A"
"MHC-I","HLA-G","CD8A"
"MHC-I","HLA-A","CD8B"
"MHC-I","HLA-B","CD8B"
"MHC-I","HLA-C","CD8B"
"MHC-I","HLA-E","CD8B"
"MHC-I","HLA-F","CD8B"
"MHC-I","HLA-G","CD8B"
"MHC-I","HLA-A","CD8B2"
"MHC-I","HLA-B","CD8B2"
"MHC-I","HLA-C","CD8B2"
"MHC-I","HLA-E","CD8B2"
"MHC-I","HLA-F","CD8B2"
"MHC-I","HLA-G","CD8B2"
"MHC-I","HLA-C","KIR2DL1"
"MHC-I","HLA-C","KIR2DL2"
"MHC-I","HLA-C","KIR2DL3"
"MHC-I","HLA-C","KIR2DS1"
"MHC-I","HLA-C","KIR2DS4"
"MHC-I","HLA-G","LILRB1"
"MHC-I","HLA-G","LILRB2"
"MHC-I","HLA-F","KIR3DL1"
"MHC-I","HLA-F","KIR3DL2"
"MHC-I","HLA-B","KIR3DL2"
"MHC-I","HLA-C","KIR3DL3"
"MHC-I","HLA-E","KLRC1"
"MHC-I","HLA-E","KLRC2"
"MHC-I","HLA-A","KIR3DL1"
"MHC-I","HLA-F","LILRB1"
"MHC-I","HLA-E","KLRK1"
"MHC-I","HLA-F","KIR3DS1"
"MHC-I","HLA-E","CD94:NKG2A"
"MHC-I","HLA-E","CD94:NKG2C"
"MHC-I","HLA-E","CD94:NKG2E"
"MHC-I","ULBP1","KLRK1"
"MHC-I","RAET1E","KLRK1"
"MHC-I","RAET1G","KLRK1"
"MHC-I","RAET1F","KLRK1"
"MHC-II","HLA-DPA1","CD4"
"MHC-II","HLA-DPB1","CD4"
"MHC-II","HLA-DQA1","CD4"
"MHC-II","HLA-DMA","CD4"
"MHC-II","HLA-DMB","CD4"
"MHC-II","HLA-DQA2","CD4"
"MHC-II","HLA-DOA","CD4"
"MHC-II","HLA-DOB","CD4"
"MHC-II","HLA-DQB1","CD4"
"MHC-II","HLA-DRA","CD4"
"MHC-II","HLA-DRB1","CD4"
"MHC-II","HLA-DRB3","CD4"
"MHC-II","HLA-DRB4","CD4"
"MHC-II","HLA-DRB5","CD4"
"MPZ","MPZ","MPZL1"
"MPZ","MPZ","MPZ"
"MPZ","MPZL1","MPZL1"
"NCAM","NCAM1","FGFR1"
"NCAM","NCAM1","NCAM1"
"NCAM","NCAM1","NCAM2"
"NCAM","NCAM1","L1CAM"
"NCAM","NCAM2","L1CAM"
"NECTIN","NECTIN1","CADM3"
"NECTIN","NECTIN1","CD96"
"NECTIN","NECTIN1","NECTIN4"
"NECTIN","NECTIN3","NECTIN1"
"NECTIN","NECTIN3","NECTIN2"
"NECTIN","NECTIN3","PVR"
"NECTIN","NECTIN3","TIGIT"
"NECTIN","NECTIN2","CD226"
"NECTIN","NECTIN2","TIGIT"
"NECTIN","NECTIN1","NECTIN3"
"NEGR","NEGR1","NEGR1"
"NGL","LRRC4C","NTNG1"
"NGL","LRRC4","NTNG2"
"NGL","LRRC4B","PTPRF"
"NKG2D","ULBP1","KLRK1_HCST"
"NOTCH","DLK1","NOTCH1"
"NOTCH","DLK1","NOTCH2"
"NOTCH","DLK1","NOTCH3"
"NOTCH","DLK1","NOTCH4"
"NOTCH","DLL1","NOTCH1"
"NOTCH","DLL1","NOTCH3"
"NOTCH","DLL1","NOTCH4"
"NOTCH","DLL3","NOTCH1"
"NOTCH","DLL3","NOTCH2"
"NOTCH","DLL3","NOTCH3"
"NOTCH","DLL3","NOTCH4"
"NOTCH","DLL4","NOTCH1"
"NOTCH","DLL4","NOTCH2"
"NOTCH","DLL4","NOTCH3"
"NOTCH","DLL4","NOTCH4"
"NOTCH","JAG1","NOTCH1"
"NOTCH","JAG1","NOTCH2"
"NOTCH","JAG1","NOTCH3"
"NOTCH","JAG1","NOTCH4"
"NOTCH","JAG2","NOTCH1"
"NOTCH","JAG2","NOTCH2"
"NOTCH","JAG2","NOTCH3"
"NOTCH","JAG2","NOTCH4"
"NOTCH","DLL1","NOTCH2"
"NRXN","NRXN1","NLGN1"
"NRXN","NRXN1","NLGN2"
"NRXN","NRXN1","NLGN3"
"NRXN","NRXN2","NLGN1"
"NRXN","NRXN2","NLGN2"
"NRXN","NRXN2","NLGN3"
"NRXN","NRXN3","NLGN1"
"NRXN","NRXN3","NLGN2"
"NRXN","NRXN3","NLGN3"
"OCLN","OCLN","OCLN"
"PD-L1","CD274","PDCD1"
"PDL2","PDCD1LG2","PDCD1"
"PECAM1","PECAM1","PECAM1"
"PTPRM","PTPRM","PTPRM"
"PVR","PVR","CD226"
"PVR","PVR","TIGIT"
"SELE","SELE","CD44"
"SELE","SELE","GLG1"
"SELL","SELL","CD34"
"SELL","SELL","PODXL"
"SELL","SELL","GLYCAM1"
"SELL","SELL","MADCAM1"
"SELPLG","SELPLG","SELE"
"SELPLG","SELPLG","SELL"
"SELPLG","SELPLG","SELP"
"SEMA4","SEMA4A","NRP1_PLXNA1"
"SEMA4","SEMA4A","NRP1_PLXNA2"
"SEMA4","SEMA4A","NRP1_PLXNA3"
"SEMA4","SEMA4A","NRP1_PLXNA4"
"SEMA4","SEMA4A","PLXNB1"
"SEMA4","SEMA4A","PLXNB2"
"SEMA4","SEMA4A","PLXNB3"
"SEMA4","SEMA4D","PLXNB1"
"SEMA4","SEMA4D","PLXNB2"
"SEMA4","SEMA4D","PLXNB3"
"SEMA4","SEMA4C","PLXNB2"
"SEMA4","SEMA4G","PLXNB2"
"SEMA4","SEMA4D","CD72"
"SEMA5","SEMA5A","PLXNA1"
"SEMA5","SEMA5B","PLXNA1"
"SEMA5","SEMA5A","PLXNA3"
"SEMA5","SEMA5B","PLXNA3"
"SEMA5","SEMA5A","PLXNB3"
"SEMA6","SEMA6D","PLXNA1_KDR"
"SEMA6","SEMA6D","PLXNA1_TREM2"
"SEMA6","SEMA6D","PLXNA1"
"SEMA6","SEMA6A","PLXNA2"
"SEMA6","SEMA6B","PLXNA2"
"SEMA6","SEMA6A","PLXNA4"
"SEMA6","SEMA6B","PLXNA4"
"SEMA7","SEMA7A","ITGB1_ITGA1"
"SEMA7","SEMA7A","PLXNC1"
"SN","SIGLEC1","SPN"
"THY1","THY1","ITGAM_ITGB2"
"THY1","THY1","ITGAX_ITGB2"
"THY1","THY1","ITGAV_ITGB3"
"TIGIT","TIGIT","NECTIN2"
"TIGIT","TIGIT","PVR"
"VCAM","ITGA4_ITGB1","VCAM1"
"VCAM","ITGA9_ITGB1","VCAM1"
"VCAM","ITGA4_ITGB7","VCAM1"
"VISTA","VSIR","IGSF11"
